# blastp
# Iteration: 0
# Query: contig_225_14 contig=contig_225 dist_to_16S=586bp strand=+
# RID: WB7RKP8C014
# Database: nr_cluster_seq
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 101 hits found
contig_225_14	YP_010564914.1	96.364	110	4	0	2	111	59	168	8.55e-73	224	99.09
contig_225_14	UZA61461.1	95.455	110	5	0	2	111	23	132	5.37e-71	218	97.27
contig_225_14	XTB87008.1	98.182	110	2	0	2	111	307	416	1.60e-69	224	99.09
contig_225_14	NP_045800.2	96.364	110	4	0	2	111	352	461	6.59e-68	221	98.18
contig_225_14	QJE70469.1	95.455	110	5	0	2	111	377	486	8.45e-68	221	98.18
contig_225_14	YP_009019355.1	95.413	109	5	0	3	111	299	407	2.94e-67	218	98.17
contig_225_14	ASQ39813.1	89.091	110	12	0	2	111	364	473	8.81e-63	208	95.45
contig_225_14	WP_444832138.1	94.545	110	6	0	2	111	172	281	3.94e-61	198	97.27
contig_225_14	HEU0228370.1	93.636	110	7	0	2	111	187	296	2.29e-59	194	97.27
contig_225_14	ASA69137.1	91.818	110	9	0	2	111	33	142	5.91e-59	187	94.55
contig_225_14	KAJ4700347.1	90.909	110	10	0	2	111	68	177	1.78e-58	187	95.45
contig_225_14	AUH25659.1	90.909	110	10	0	2	111	48	157	2.43e-58	187	95.45
contig_225_14	KAL2943193.1	90.909	110	10	0	2	111	92	201	3.16e-58	188	95.45
contig_225_14	AAS67609.1	90.909	110	10	0	2	111	60	169	3.46e-58	187	94.55
contig_225_14	KAK4726939.1	89.091	110	12	0	2	111	9	118	3.88e-58	185	93.64
contig_225_14	YP_009541019.1	94.545	110	6	0	2	111	364	473	4.19e-58	196	97.27
contig_225_14	PRQ15712.1	90.000	110	11	0	2	111	82	191	7.68e-58	187	95.45
contig_225_14	XP_034700216.1	90.909	110	10	0	2	111	108	217	8.23e-58	187	95.45
contig_225_14	QHO16149.1	90.909	110	10	0	2	111	125	234	9.36e-58	188	95.45
contig_225_14	KAJ7940983.1	90.909	110	10	0	2	111	122	231	1.09e-57	187	95.45
contig_225_14	AEF01563.1	90.000	110	11	0	2	111	44	153	1.25e-57	185	94.55
contig_225_14	VFQ98539.1	91.818	110	9	0	2	111	208	317	1.29e-57	190	95.45
contig_225_14	KAJ4699718.1	90.909	110	10	0	2	111	128	237	1.36e-57	187	95.45
contig_225_14	TYH79863.1	90.000	110	11	0	2	111	94	203	1.41e-57	186	95.45
contig_225_14	KAL4324429.1	89.091	110	12	0	2	111	93	202	1.44e-57	186	93.64
contig_225_14	QHN96913.1	90.909	110	10	0	2	111	141	250	1.67e-57	188	95.45
contig_225_14	KAI3857863.1	90.000	110	11	0	2	111	9	118	1.78e-57	183	94.55
contig_225_14	XP_016198999.1	90.909	110	10	0	2	111	168	277	1.79e-57	189	95.45
contig_225_14	YP_010044977.1	92.727	110	8	0	2	111	298	407	1.85e-57	192	95.45
contig_225_14	XP_058764843.1	90.909	110	10	0	2	111	176	285	1.87e-57	189	95.45
contig_225_14	GMQ12497.1	89.091	110	12	0	2	111	23	132	2.29e-57	183	94.55
contig_225_14	YP_002601065.1	92.727	110	8	0	2	111	352	461	2.57e-57	193	97.27
contig_225_14	WAJ52845.1	90.909	110	10	0	2	111	157	266	3.46e-57	187	95.45
contig_225_14	PRQ15642.1	90.909	110	10	0	2	111	148	257	3.72e-57	187	95.45
contig_225_14	HAP97017.1	88.182	110	13	0	2	111	158	267	5.21e-57	187	96.36
contig_225_14	QGA85765.1	90.909	110	10	0	2	111	167	276	5.27e-57	187	95.45
contig_225_14	AUH25667.1	90.000	110	11	0	2	111	57	166	5.54e-57	184	94.55
contig_225_14	KAK8284112.1	90.909	110	10	0	2	111	148	257	5.62e-57	187	95.45
contig_225_14	YP_010892532.1	90.909	110	10	0	2	111	178	287	5.82e-57	187	95.45
contig_225_14	ARB51113.1	90.741	108	10	0	4	111	1	108	6.24e-57	181	95.37
contig_225_14	KAK2349868.1	90.909	110	10	0	2	111	177	286	7.93e-57	187	95.45
contig_225_14	WHM50564.1	90.909	110	10	0	2	111	179	288	8.12e-57	187	95.45
contig_225_14	XP_013608420.1	89.091	110	12	0	2	111	165	274	9.16e-57	187	95.45
contig_225_14	KAK2633366.1	90.909	110	10	0	2	111	208	317	1.03e-56	188	95.45
contig_225_14	CAL8817894.1	90.000	110	11	0	2	111	196	305	1.08e-56	187	95.45
contig_225_14	HEY9618286.1	89.091	110	12	0	2	111	83	192	1.24e-56	184	92.73
contig_225_14	XP_040951907.1	89.091	110	12	0	2	111	126	235	1.53e-56	185	93.64
contig_225_14	XLU67250.1	89.091	110	12	0	2	111	208	317	1.83e-56	187	94.55
contig_225_14	KAK8985145.1	90.741	108	10	0	4	111	9	116	1.91e-56	181	95.37
contig_225_14	KAJ6850033.1	90.909	110	10	0	2	111	208	317	2.20e-56	187	94.55
contig_225_14	CAK8578394.1	89.091	110	12	0	2	111	9	118	2.43e-56	180	93.64
contig_225_14	KAK9082274.1	90.000	110	11	0	2	111	198	307	2.61e-56	186	94.55
contig_225_14	KAK1577968.1	90.000	110	11	0	2	111	175	284	2.62e-56	186	95.45
contig_225_14	MBC6436228.1	88.182	110	13	0	2	111	9	118	2.65e-56	180	93.64
contig_225_14	YP_009526518.1	90.909	110	10	0	2	111	219	328	2.87e-56	187	95.45
contig_225_14	ADJ67447.1	90.654	107	10	0	5	111	1	107	2.90e-56	180	95.33
contig_225_14	GAC1471347.1	88.182	110	13	0	2	111	179	288	3.16e-56	186	93.64
contig_225_14	YP_010932559.1	90.000	110	11	0	2	111	298	407	3.85e-56	189	95.45
contig_225_14	KAK8931396.1	90.000	110	11	0	2	111	198	307	4.20e-56	186	94.55
contig_225_14	HEY9689786.1	86.364	110	15	0	2	111	63	172	5.43e-56	181	91.82
contig_225_14	CAL8822119.1	90.000	110	11	0	2	111	275	384	6.12e-56	188	95.45
contig_225_14	CAA7045497.1	90.000	110	11	0	2	111	262	371	6.32e-56	187	95.45
contig_225_14	XP_061344585.1	90.909	110	10	0	2	111	310	419	6.41e-56	189	95.45
contig_225_14	CAO7172542.1	90.909	110	10	0	2	111	265	374	7.59e-56	187	95.45
contig_225_14	YP_009673776.1	90.909	110	10	0	2	111	298	407	7.75e-56	188	95.45
contig_225_14	CAB4274706.1	90.909	110	10	0	2	111	277	386	9.69e-56	187	95.45
contig_225_14	KAB1208338.1	90.909	110	10	0	2	111	284	393	9.79e-56	187	95.45
contig_225_14	GAA0167839.1	90.909	110	10	0	2	111	287	396	1.02e-55	187	95.45
contig_225_14	KAK7297215.1	90.909	110	10	0	2	111	283	392	1.09e-55	187	95.45
contig_225_14	KAK9082309.1	90.000	110	11	0	2	111	208	317	1.10e-55	185	94.55
contig_225_14	XP_052116471.1	90.000	110	11	0	2	111	196	305	1.10e-55	185	94.55
contig_225_14	GMN67375.1	90.909	110	10	0	2	111	325	434	1.22e-55	188	95.45
contig_225_14	RZC86169.1	89.091	110	12	0	2	111	151	260	1.27e-55	183	93.64
contig_225_14	RZC86169.1	90.099	101	10	0	2	102	9	109	2.23e-50	170	95.05
contig_225_14	TYG65672.1	88.182	110	13	0	2	111	208	317	1.45e-55	185	93.64
contig_225_14	KAK9662654.1	90.909	110	10	0	2	111	296	405	1.57e-55	187	95.45
contig_225_14	CAL8676803.1	90.000	110	11	0	2	111	312	421	1.71e-55	187	95.45
contig_225_14	QGA85755.1	90.909	110	10	0	2	111	296	405	1.71e-55	187	95.45
contig_225_14	KAL0903028.1	89.091	110	12	0	2	111	172	281	1.74e-55	184	92.73
contig_225_14	YP_009057462.1	90.000	110	11	0	2	111	374	483	1.75e-55	189	94.55
contig_225_14	MCS7293760.1	87.273	110	14	0	2	111	268	377	1.82e-55	186	93.64
contig_225_14	YP_009256644.1	90.909	110	10	0	2	111	364	473	1.91e-55	189	94.55
contig_225_14	KAK8518088.1	88.182	110	13	0	2	111	75	184	2.08e-55	180	93.64
contig_225_14	YP_009469985.1	90.909	110	10	0	2	111	298	407	2.25e-55	187	94.55
contig_225_14	MFN5857465.1	85.455	110	16	0	2	111	69	178	2.39e-55	180	91.82
contig_225_14	AST09027.1	90.000	110	11	0	2	111	334	443	2.43e-55	188	95.45
contig_225_14	MHL9434524.1	88.182	110	13	0	2	111	156	265	2.43e-55	183	93.64
contig_225_14	XDT57787.1	90.909	110	10	0	2	111	316	425	2.45e-55	187	95.45
contig_225_14	KAF1865279.1	90.909	110	10	0	2	111	323	432	2.50e-55	187	95.45
contig_225_14	KAL4009804.1	90.000	110	11	0	2	111	241	350	2.81e-55	185	94.55
contig_225_14	YP_009673717.1	90.909	110	10	0	2	111	364	473	3.63e-55	188	94.55
contig_225_14	QGA85781.1	90.000	110	11	0	2	111	306	415	4.13e-55	186	95.45
contig_225_14	KAL9658857.1	90.909	110	10	0	2	111	380	489	4.26e-55	188	95.45
contig_225_14	GMN29021.1	90.909	110	10	0	2	111	380	489	4.79e-55	188	95.45
contig_225_14	CAO7186147.1	90.909	110	10	0	2	111	379	488	4.85e-55	188	95.45
contig_225_14	ASR92748.1	90.909	110	10	0	2	111	364	473	4.95e-55	188	95.45
contig_225_14	CAL8673542.1	90.000	110	11	0	2	111	324	433	5.09e-55	187	95.45
contig_225_14	NP_904095.1	90.909	110	10	0	2	111	364	473	6.00e-55	187	95.45
contig_225_14	WP_071518276.1	90.000	110	11	0	2	111	353	462	6.90e-55	187	94.55
contig_225_14	MHL1512160.1	89.091	110	12	0	2	111	196	305	7.87e-55	182	93.64
contig_225_14	NP_683824.3	90.000	110	11	0	2	111	352	461	8.55e-55	187	94.55
# blastp
# Iteration: 0
# Query: contig_225_15 contig=contig_225 dist_to_16S=1247bp strand=-
# RID: WB7RKP8C014
# Database: nr_cluster_seq
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 94 hits found
contig_225_15	CAL6436292.1	55.556	99	44	0	16	114	3	101	6.29e-24	101	64.65
